folder_name,depth,sub_links_count,image_count,video_count,sub_links,image_urls,video_urls
web_coding,1,5,5,3,"@https://leesoojeong1124.github.io/web-ai/web_coding, @https://leesoojeong1124.github.io/web-ai/web_coding/text_2.html, @https://leesoojeong1124.github.io/web-ai/web_coding/text_1.html, @https://leesoojeong1124.github.io/web-ai/web_coding/video/video.html, @https://leesoojeong1124.github.io/web-ai/web_coding/image/image.html","https://images.unsplash.com/photo-1515879218367-8466d910aaa4?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4MjE0MjN8MHwxfHNlYXJjaHwzfHxjb2Rpbmd8ZW58MHwwfHx8MTc2MjczNDQ3N3ww&ixlib=rb-4.1.0&q=80&w=1080, https://images.unsplash.com/photo-1498050108023-c5249f4df085?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4MjE0MjN8MHwxfHNlYXJjaHw2fHxjb2Rpbmd8ZW58MHwwfHx8MTc2MjczNDQ3N3ww&ixlib=rb-4.1.0&q=80&w=1080, https://images.unsplash.com/photo-1555066931-4365d14bab8c?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4MjE0MjN8MHwxfHNlYXJjaHw4fHxjb2Rpbmd8ZW58MHwwfHx8MTc2MjczNDQ3N3ww&ixlib=rb-4.1.0&q=80&w=1080, https://images.unsplash.com/photo-1580927752452-89d86da3fa0a?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4MjE0MjN8MHwxfHNlYXJjaHw3fHxjb2Rpbmd8ZW58MHwwfHx8MTc2MjczNDQ3N3ww&ixlib=rb-4.1.0&q=80&w=1080, https://images.unsplash.com/photo-1542831371-29b0f74f9713?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4MjE0MjN8MHwxfHNlYXJjaHwyfHxjb2Rpbmd8ZW58MHwwfHx8MTc2MjczNDQ3N3ww&ixlib=rb-4.1.0&q=80&w=1080","https://cdn.pixabay.com/video/2020/06/06/41263-429379223_medium.mp4, https://cdn.pixabay.com/video/2015/10/16/1007-142621179_medium.mp4, https://cdn.pixabay.com/video/2016/08/22/4733-179738669_medium.mp4"
web_coffee,2,5,4,1,"@https://leesoojeong1124.github.io/web-ai/web_coffee, @https://leesoojeong1124.github.io/web-ai/web_coffee/section_level_2/index.html, @https://leesoojeong1124.github.io/web-ai/web_coffee/section_level_2/text_1.html, @https://leesoojeong1124.github.io/web-ai/web_coffee/section_level_2/video/video.html, @https://leesoojeong1124.github.io/web-ai/web_coffee/section_level_2/image/image.html","https://images.unsplash.com/photo-1461023058943-07fcbe16d735?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4MjE0MjN8MHwxfHNlYXJjaHw0fHxjb2ZmZWV8ZW58MHwwfHx8MTc2MjcxNTg1NHww&ixlib=rb-4.1.0&q=80&w=1080, https://images.unsplash.com/photo-1447933601403-0c6688de566e?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4MjE0MjN8MHwxfHNlYXJjaHwyfHxjb2ZmZWV8ZW58MHwwfHx8MTc2MjcxNTg1NHww&ixlib=rb-4.1.0&q=80&w=1080, https://images.unsplash.com/photo-1495474472287-4d71bcdd2085?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4MjE0MjN8MHwxfHNlYXJjaHw2fHxjb2ZmZWV8ZW58MHwwfHx8MTc2MjcxNTg1NHww&ixlib=rb-4.1.0&q=80&w=1080, https://images.unsplash.com/photo-1506619216599-9d16d0903dfd?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4MjE0MjN8MHwxfHNlYXJjaHwzfHxjb2ZmZWV8ZW58MHwwfHx8MTc2MjcxNTg1NHww&ixlib=rb-4.1.0&q=80&w=1080",https://cdn.pixabay.com/video/2016/09/05/4948-181538478_medium.mp4
web_comets,2,7,5,2,"@https://leesoojeong1124.github.io/web-ai/web_comets, @https://leesoojeong1124.github.io/web-ai/web_comets/section_level_2/index.html, @https://leesoojeong1124.github.io/web-ai/web_comets/section_level_2/text_2.html, @https://leesoojeong1124.github.io/web-ai/web_comets/section_level_2/text_3.html, @https://leesoojeong1124.github.io/web-ai/web_comets/section_level_2/text_1.html, @https://leesoojeong1124.github.io/web-ai/web_comets/section_level_2/video/video.html, @https://leesoojeong1124.github.io/web-ai/web_comets/section_level_2/image/image.html","https://images.unsplash.com/photo-1623284577359-a0130bb9a86d?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4MjE0MjN8MHwxfHNlYXJjaHwxfHxjb21ldHN8ZW58MHwwfHx8MTc2MjczNjI2NXww&ixlib=rb-4.1.0&q=80&w=1080, https://images.unsplash.com/photo-1675457242541-761e7c858792?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4MjE0MjN8MHwxfHNlYXJjaHw0fHxjb21ldHN8ZW58MHwwfHx8MTc2MjczNjI2NXww&ixlib=rb-4.1.0&q=80&w=1080, https://images.unsplash.com/photo-1595989787316-6977d4e89740?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4MjE0MjN8MHwxfHNlYXJjaHw2fHxjb21ldHN8ZW58MHwwfHx8MTc2MjczNjI2NXww&ixlib=rb-4.1.0&q=80&w=1080, https://images.unsplash.com/photo-1597370786793-b148b9561f32?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4MjE0MjN8MHwxfHNlYXJjaHwyfHxjb21ldHN8ZW58MHwwfHx8MTc2MjczNjI2NXww&ixlib=rb-4.1.0&q=80&w=1080, https://images.unsplash.com/photo-1690193519258-ff1348530a4d?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4MjE0MjN8MHwxfHNlYXJjaHw3fHxjb21ldHN8ZW58MHwwfHx8MTc2MjczNjI2NXww&ixlib=rb-4.1.0&q=80&w=1080","https://cdn.pixabay.com/video/2024/10/22/237574_medium.mp4, https://cdn.pixabay.com/video/2020/07/26/45636-443528278_medium.mp4"
web_cookies,1,4,4,2,"@https://leesoojeong1124.github.io/web-ai/web_cookies, @https://leesoojeong1124.github.io/web-ai/web_cookies/text_1.html, @https://leesoojeong1124.github.io/web-ai/web_cookies/video/video.html, @https://leesoojeong1124.github.io/web-ai/web_cookies/image/image.html","https://images.unsplash.com/photo-1583743089695-4b816a340f82?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4MjE0MjN8MHwxfHNlYXJjaHw0fHxjb29raWVzfGVufDB8MHx8fDE3NjI3NDE5OTB8MA&ixlib=rb-4.1.0&q=80&w=1080, https://images.unsplash.com/photo-1576717585968-8ea8166b89b8?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4MjE0MjN8MHwxfHNlYXJjaHwzfHxjb29raWVzfGVufDB8MHx8fDE3NjI3NDE5OTB8MA&ixlib=rb-4.1.0&q=80&w=1080, https://images.unsplash.com/photo-1622467827417-bbe2237067a9?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4MjE0MjN8MHwxfHNlYXJjaHwyfHxjb29raWVzfGVufDB8MHx8fDE3NjI3NDE5OTB8MA&ixlib=rb-4.1.0&q=80&w=1080, https://images.unsplash.com/photo-1506184341422-6cc152ae474b?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4MjE0MjN8MHwxfHNlYXJjaHw3fHxjb29raWVzfGVufDB8MHx8fDE3NjI3NDE5OTB8MA&ixlib=rb-4.1.0&q=80&w=1080","https://cdn.pixabay.com/video/2024/12/08/245639_medium.mp4, https://cdn.pixabay.com/video/2023/03/08/153818-806178220_medium.mp4"
web_cycling,1,4,6,1,"@https://leesoojeong1124.github.io/web-ai/web_cycling, @https://leesoojeong1124.github.io/web-ai/web_cycling/text_1.html, @https://leesoojeong1124.github.io/web-ai/web_cycling/video/video.html, @https://leesoojeong1124.github.io/web-ai/web_cycling/image/image.html","https://images.unsplash.com/photo-1681295692638-97ace05f56b4?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4MjE0MjN8MHwxfHNlYXJjaHw2fHxjeWNsaW5nfGVufDB8MHx8fDE3NjI3MjYyMzR8MA&ixlib=rb-4.1.0&q=80&w=1080, https://images.unsplash.com/photo-1452573992436-6d508f200b30?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4MjE0MjN8MHwxfHNlYXJjaHwyfHxjeWNsaW5nfGVufDB8MHx8fDE3NjI3MjYyMzR8MA&ixlib=rb-4.1.0&q=80&w=1080, https://images.unsplash.com/photo-1471506480208-91b3a4cc78be?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4MjE0MjN8MHwxfHNlYXJjaHw3fHxjeWNsaW5nfGVufDB8MHx8fDE3NjI3MjYyMzR8MA&ixlib=rb-4.1.0&q=80&w=1080, https://images.unsplash.com/photo-1600403477955-2b8c2cfab221?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4MjE0MjN8MHwxfHNlYXJjaHw4fHxjeWNsaW5nfGVufDB8MHx8fDE3NjI3MjYyMzR8MA&ixlib=rb-4.1.0&q=80&w=1080, https://images.unsplash.com/photo-1631276893368-554b60393efb?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4MjE0MjN8MHwxfHNlYXJjaHw1fHxjeWNsaW5nfGVufDB8MHx8fDE3NjI3MjYyMzR8MA&ixlib=rb-4.1.0&q=80&w=1080, https://images.unsplash.com/photo-1534787238916-9ba6764efd4f?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4MjE0MjN8MHwxfHNlYXJjaHwzfHxjeWNsaW5nfGVufDB8MHx8fDE3NjI3MjYyMzR8MA&ixlib=rb-4.1.0&q=80&w=1080",https://cdn.pixabay.com/video/2024/05/26/213799_medium.mp4
web_dancing,2,6,4,2,"@https://leesoojeong1124.github.io/web-ai/web_dancing, @https://leesoojeong1124.github.io/web-ai/web_dancing/section_level_2/index.html, @https://leesoojeong1124.github.io/web-ai/web_dancing/section_level_2/text_2.html, @https://leesoojeong1124.github.io/web-ai/web_dancing/section_level_2/text_1.html, @https://leesoojeong1124.github.io/web-ai/web_dancing/section_level_2/video/video.html, @https://leesoojeong1124.github.io/web-ai/web_dancing/section_level_2/image/image.html","https://images.unsplash.com/photo-1524594152303-9fd13543fe6e?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4MjE0MjN8MHwxfHNlYXJjaHw0fHxkYW5jaW5nfGVufDB8MHx8fDE3NjI3NDM0Mjh8MA&ixlib=rb-4.1.0&q=80&w=1080, https://images.unsplash.com/photo-1531747056595-07f6cbbe10ad?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4MjE0MjN8MHwxfHNlYXJjaHw1fHxkYW5jaW5nfGVufDB8MHx8fDE3NjI3NDM0Mjh8MA&ixlib=rb-4.1.0&q=80&w=1080, https://images.unsplash.com/photo-1533147670608-2a2f9775d3a4?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4MjE0MjN8MHwxfHNlYXJjaHw3fHxkYW5jaW5nfGVufDB8MHx8fDE3NjI3NDM0Mjh8MA&ixlib=rb-4.1.0&q=80&w=1080, https://images.unsplash.com/photo-1507539989371-99615e449486?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4MjE0MjN8MHwxfHNlYXJjaHw2fHxkYW5jaW5nfGVufDB8MHx8fDE3NjI3NDM0Mjh8MA&ixlib=rb-4.1.0&q=80&w=1080","https://cdn.pixabay.com/video/2021/10/21/92778-637690716_medium.mp4, https://cdn.pixabay.com/video/2024/03/23/205280-926737043_medium.mp4"
web_data,0,1,6,2,@https://leesoojeong1124.github.io/web-ai/web_data,"https://images.unsplash.com/photo-1551288049-bebda4e38f71?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4MjE0MjN8MHwxfHNlYXJjaHw4fHxkYXRhfGVufDB8MHx8fDE3NjI3NDcwNjJ8MA&ixlib=rb-4.1.0&q=80&w=1080, https://images.unsplash.com/photo-1523961131990-5ea7c61b2107?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4MjE0MjN8MHwxfHNlYXJjaHwyfHxkYXRhfGVufDB8MHx8fDE3NjI3NDcwNjJ8MA&ixlib=rb-4.1.0&q=80&w=1080, https://images.unsplash.com/photo-1542903660-eedba2cda473?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4MjE0MjN8MHwxfHNlYXJjaHw0fHxkYXRhfGVufDB8MHx8fDE3NjI3NDcwNjJ8MA&ixlib=rb-4.1.0&q=80&w=1080, https://images.unsplash.com/photo-1460925895917-afdab827c52f?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4MjE0MjN8MHwxfHNlYXJjaHwxfHxkYXRhfGVufDB8MHx8fDE3NjI3NDcwNjJ8MA&ixlib=rb-4.1.0&q=80&w=1080, https://images.unsplash.com/photo-1526628953301-3e589a6a8b74?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4MjE0MjN8MHwxfHNlYXJjaHwzfHxkYXRhfGVufDB8MHx8fDE3NjI3NDcwNjJ8MA&ixlib=rb-4.1.0&q=80&w=1080, https://images.unsplash.com/photo-1644088379091-d574269d422f?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4MjE0MjN8MHwxfHNlYXJjaHw1fHxkYXRhfGVufDB8MHx8fDE3NjI3NDcwNjJ8MA&ixlib=rb-4.1.0&q=80&w=1080","https://cdn.pixabay.com/video/2018/03/09/14907-259623341_medium.mp4, https://cdn.pixabay.com/video/2018/03/09/14900-259623335_medium.mp4"
web_deserts,0,1,6,1,@https://leesoojeong1124.github.io/web-ai/web_deserts,"https://images.unsplash.com/photo-1463595373836-6e0b0a8ee322?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4MjE0MjN8MHwxfHNlYXJjaHw1fHxkZXNlcnRzfGVufDB8MHx8fDE3NjI3MjI5Nzl8MA&ixlib=rb-4.1.0&q=80&w=1080, https://images.unsplash.com/photo-1683682596456-0f2a3958408f?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4MjE0MjN8MHwxfHNlYXJjaHw3fHxkZXNlcnRzfGVufDB8MHx8fDE3NjI3MjI5Nzl8MA&ixlib=rb-4.1.0&q=80&w=1080, https://images.unsplash.com/photo-1699464821330-9e186b3ad240?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4MjE0MjN8MHwxfHNlYXJjaHw4fHxkZXNlcnRzfGVufDB8MHx8fDE3NjI3MjI5Nzl8MA&ixlib=rb-4.1.0&q=80&w=1080, https://images.unsplash.com/photo-1488197047962-b48492212cda?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4MjE0MjN8MHwxfHNlYXJjaHwzfHxkZXNlcnRzfGVufDB8MHx8fDE3NjI3MjI5Nzl8MA&ixlib=rb-4.1.0&q=80&w=1080, https://images.unsplash.com/photo-1639757975409-d0f7668d28df?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4MjE0MjN8MHwxfHNlYXJjaHw2fHxkZXNlcnRzfGVufDB8MHx8fDE3NjI3MjI5Nzl8MA&ixlib=rb-4.1.0&q=80&w=1080, https://images.unsplash.com/photo-1542401886-65d6c61db217?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4MjE0MjN8MHwxfHNlYXJjaHwxfHxkZXNlcnRzfGVufDB8MHx8fDE3NjI3MjI5Nzl8MA&ixlib=rb-4.1.0&q=80&w=1080",https://cdn.pixabay.com/video/2025/09/15/304330_medium.mp4
web_dogs,1,4,4,2,"@https://leesoojeong1124.github.io/web-ai/web_dogs, @https://leesoojeong1124.github.io/web-ai/web_dogs/text_1.html, @https://leesoojeong1124.github.io/web-ai/web_dogs/video/video.html, @https://leesoojeong1124.github.io/web-ai/web_dogs/image/image.html","https://images.unsplash.com/photo-1601758063541-d2f50b4aafb2?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4MjE0MjN8MHwxfHNlYXJjaHw3fHxkb2dzfGVufDB8MHx8fDE3NjI3MTY5MjJ8MA&ixlib=rb-4.1.0&q=80&w=1080, https://images.unsplash.com/photo-1548199973-03cce0bbc87b?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4MjE0MjN8MHwxfHNlYXJjaHwxfHxkb2dzfGVufDB8MHx8fDE3NjI3MTY5MjJ8MA&ixlib=rb-4.1.0&q=80&w=1080, https://images.unsplash.com/photo-1558929996-da64ba858215?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4MjE0MjN8MHwxfHNlYXJjaHw0fHxkb2dzfGVufDB8MHx8fDE3NjI3MTY5MjJ8MA&ixlib=rb-4.1.0&q=80&w=1080, https://images.unsplash.com/photo-1518717758536-85ae29035b6d?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4MjE0MjN8MHwxfHNlYXJjaHwzfHxkb2dzfGVufDB8MHx8fDE3NjI3MTY5MjJ8MA&ixlib=rb-4.1.0&q=80&w=1080","https://cdn.pixabay.com/video/2016/09/22/5631-183849543_medium.mp4, https://cdn.pixabay.com/video/2018/03/31/15305-262921865_medium.mp4"
web_dolphins,2,6,8,2,"@https://leesoojeong1124.github.io/web-ai/web_dolphins, @https://leesoojeong1124.github.io/web-ai/web_dolphins/section_level_2/index.html, @https://leesoojeong1124.github.io/web-ai/web_dolphins/section_level_2/text_2.html, @https://leesoojeong1124.github.io/web-ai/web_dolphins/section_level_2/text_1.html, @https://leesoojeong1124.github.io/web-ai/web_dolphins/section_level_2/video/video.html, @https://leesoojeong1124.github.io/web-ai/web_dolphins/section_level_2/image/image.html","https://images.unsplash.com/photo-1607153333879-c174d265f1d2?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4MjE0MjN8MHwxfHNlYXJjaHwzfHxkb2xwaGluc3xlbnwwfDB8fHwxNzYyNzQzNjQwfDA&ixlib=rb-4.1.0&q=80&w=1080, https://images.unsplash.com/photo-1495368008737-9d436e094dd5?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4MjE0MjN8MHwxfHNlYXJjaHw0fHxkb2xwaGluc3xlbnwwfDB8fHwxNzYyNzQzNjQwfDA&ixlib=rb-4.1.0&q=80&w=1080, https://images.unsplash.com/photo-1440020143730-090579c4d53c?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4MjE0MjN8MHwxfHNlYXJjaHwxfHxkb2xwaGluc3xlbnwwfDB8fHwxNzYyNzQzNjQwfDA&ixlib=rb-4.1.0&q=80&w=1080, https://images.unsplash.com/photo-1651871979877-7afef92792c4?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4MjE0MjN8MHwxfHNlYXJjaHw3fHxkb2xwaGluc3xlbnwwfDB8fHwxNzYyNzQzNjQwfDA&ixlib=rb-4.1.0&q=80&w=1080, https://images.unsplash.com/photo-1591706405280-f03acb082051?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4MjE0MjN8MHwxfHNlYXJjaHwyfHxkb2xwaGluc3xlbnwwfDB8fHwxNzYyNzQzNjQwfDA&ixlib=rb-4.1.0&q=80&w=1080, https://images.unsplash.com/photo-1532393950032-b666e39c29b3?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4MjE0MjN8MHwxfHNlYXJjaHw2fHxkb2xwaGluc3xlbnwwfDB8fHwxNzYyNzQzNjQwfDA&ixlib=rb-4.1.0&q=80&w=1080, https://images.unsplash.com/photo-1517584623449-78bf7667d0f6?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4MjE0MjN8MHwxfHNlYXJjaHw4fHxkb2xwaGluc3xlbnwwfDB8fHwxNzYyNzQzNjQwfDA&ixlib=rb-4.1.0&q=80&w=1080, https://images.unsplash.com/photo-1637308106043-f4d78ad9e0e0?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4MjE0MjN8MHwxfHNlYXJjaHw1fHxkb2xwaGluc3xlbnwwfDB8fHwxNzYyNzQzNjQwfDA&ixlib=rb-4.1.0&q=80&w=1080","https://cdn.pixabay.com/video/2021/05/22/74891-553847221_medium.mp4, https://cdn.pixabay.com/video/2021/05/22/74889-553838567_medium.mp4"
web_donuts,2,6,8,2,"@https://leesoojeong1124.github.io/web-ai/web_donuts, @https://leesoojeong1124.github.io/web-ai/web_donuts/section_level_2/index.html, @https://leesoojeong1124.github.io/web-ai/web_donuts/section_level_2/text_2.html, @https://leesoojeong1124.github.io/web-ai/web_donuts/section_level_2/text_1.html, @https://leesoojeong1124.github.io/web-ai/web_donuts/section_level_2/video/video.html, @https://leesoojeong1124.github.io/web-ai/web_donuts/section_level_2/image/image.html","https://images.unsplash.com/photo-1527515545081-5db817172677?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4MjE0MjN8MHwxfHNlYXJjaHwyfHxkb251dHN8ZW58MHwwfHx8MTc2Mjc0MTIzM3ww&ixlib=rb-4.1.0&q=80&w=1080, https://images.unsplash.com/photo-1516919549054-e08258825f80?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4MjE0MjN8MHwxfHNlYXJjaHwzfHxkb251dHN8ZW58MHwwfHx8MTc2Mjc0MTIzM3ww&ixlib=rb-4.1.0&q=80&w=1080, https://images.unsplash.com/photo-1583096114844-06ce5a5f2171?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4MjE0MjN8MHwxfHNlYXJjaHw1fHxkb251dHN8ZW58MHwwfHx8MTc2Mjc0MTIzM3ww&ixlib=rb-4.1.0&q=80&w=1080, https://images.unsplash.com/photo-1665344396963-99ce784d3af9?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4MjE0MjN8MHwxfHNlYXJjaHw3fHxkb251dHN8ZW58MHwwfHx8MTc2Mjc0MTIzM3ww&ixlib=rb-4.1.0&q=80&w=1080, https://images.unsplash.com/photo-1570727624862-3008fe67a6be?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4MjE0MjN8MHwxfHNlYXJjaHw0fHxkb251dHN8ZW58MHwwfHx8MTc2Mjc0MTIzM3ww&ixlib=rb-4.1.0&q=80&w=1080, https://images.unsplash.com/photo-1527904324834-3bda86da6771?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4MjE0MjN8MHwxfHNlYXJjaHwxfHxkb251dHN8ZW58MHwwfHx8MTc2Mjc0MTIzM3ww&ixlib=rb-4.1.0&q=80&w=1080, https://images.unsplash.com/photo-1602080926844-153f7ff5ce66?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4MjE0MjN8MHwxfHNlYXJjaHw2fHxkb251dHN8ZW58MHwwfHx8MTc2Mjc0MTIzM3ww&ixlib=rb-4.1.0&q=80&w=1080, https://images.unsplash.com/photo-1618411640026-24e40dcde1ab?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4MjE0MjN8MHwxfHNlYXJjaHw4fHxkb251dHN8ZW58MHwwfHx8MTc2Mjc0MTIzM3ww&ixlib=rb-4.1.0&q=80&w=1080","https://cdn.pixabay.com/video/2023/10/12/184736-873923037_medium.mp4, https://cdn.pixabay.com/video/2023/01/15/146605-789534234_medium.mp4"
web_drawing,2,5,7,1,"@https://leesoojeong1124.github.io/web-ai/web_drawing, @https://leesoojeong1124.github.io/web-ai/web_drawing/section_level_2/index.html, @https://leesoojeong1124.github.io/web-ai/web_drawing/section_level_2/text_1.html, @https://leesoojeong1124.github.io/web-ai/web_drawing/section_level_2/video/video.html, @https://leesoojeong1124.github.io/web-ai/web_drawing/section_level_2/image/image.html","https://images.unsplash.com/photo-1611241893603-3c359704e0ee?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4MjE0MjN8MHwxfHNlYXJjaHwzfHxkcmF3aW5nfGVufDB8MHx8fDE3NjI3NDYyNTZ8MA&ixlib=rb-4.1.0&q=80&w=1080, https://images.unsplash.com/photo-1602738328654-51ab2ae6c4ff?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4MjE0MjN8MHwxfHNlYXJjaHwxfHxkcmF3aW5nfGVufDB8MHx8fDE3NjI3NDYyNTZ8MA&ixlib=rb-4.1.0&q=80&w=1080, https://images.unsplash.com/photo-1582134534988-f8bcfc928273?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4MjE0MjN8MHwxfHNlYXJjaHw2fHxkcmF3aW5nfGVufDB8MHx8fDE3NjI3NDYyNTZ8MA&ixlib=rb-4.1.0&q=80&w=1080, https://images.unsplash.com/photo-1512445854790-1654cf4b792a?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4MjE0MjN8MHwxfHNlYXJjaHw3fHxkcmF3aW5nfGVufDB8MHx8fDE3NjI3NDYyNTZ8MA&ixlib=rb-4.1.0&q=80&w=1080, https://images.unsplash.com/photo-1616627981431-ed306bb11ac0?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4MjE0MjN8MHwxfHNlYXJjaHw0fHxkcmF3aW5nfGVufDB8MHx8fDE3NjI3NDYyNTZ8MA&ixlib=rb-4.1.0&q=80&w=1080, https://images.unsplash.com/photo-1558522195-e1201b090344?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4MjE0MjN8MHwxfHNlYXJjaHw4fHxkcmF3aW5nfGVufDB8MHx8fDE3NjI3NDYyNTZ8MA&ixlib=rb-4.1.0&q=80&w=1080, https://images.unsplash.com/photo-1608804375369-498a4b601e42?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4MjE0MjN8MHwxfHNlYXJjaHwyfHxkcmF3aW5nfGVufDB8MHx8fDE3NjI3NDYyNTZ8MA&ixlib=rb-4.1.0&q=80&w=1080",https://cdn.pixabay.com/video/2015/10/12/960-142611994_medium.mp4
